	SP	DAX	FTSE	EUR	GBP
4/1/04	1132.170044	3924.850098	4410.700195	1.2152	1.831
4/2/04	1141.810059	4007.600098	4465.600098	1.202	1.8139
4/5/04	1150.569946	4048.600098	4480.700195	1.2079	1.8371
4/6/04	1148.160034	4022.810059	4472.799805	1.2121	1.8373
4/7/04	1140.530029	4001.159912	4468.700195	1.2081	1.8343
4/8/04	1139.319946	4013.530029	4489.700195	1.21	1.8343
4/13/04	1129.439941	4071.419922	4515.799805	1.1897	1.7896
4/14/04	1128.170044	4012.77002	4485.399902	1.1942	1.7833
4/15/04	1128.839966	4004.610107	4505.5	1.2016	1.7978
4/16/04	1134.609985	4033.97998	4537.299805	1.2035	1.8091
4/19/04	1135.819946	4025.070068	4546.200195	1.1902	1.7918
4/20/04	1118.150024	4061.129883	4569	1.1844	1.7735
4/21/04	1124.089966	4026.149902	4539.899902	1.1893	1.7719
4/22/04	1139.930054	4059.149902	4571.799805	1.1837	1.7674
4/23/04	1140.599976	4103.620117	4570	1.1861	1.7849
4/26/04	1135.530029	4125.830078	4571.899902	1.1883	1.7882
4/27/04	1138.109985	4134.100098	4575.700195	1.1874	1.7819
4/28/04	1122.410034	4065.73999	4524.5	1.193	1.7755
4/29/04	1113.890015	4008.909912	4519.5	1.1989	1.7783
4/30/04	1107.300049	3985.209961	4489.700195	1.1944	1.7728
5/3/04	1117.48999	4007.649902	4489.700195	1.209	1.7921
5/4/04	1119.550049	3990.75	4547.200195	1.2135	1.7931
5/5/04	1121.530029	4022.100098	4569.5	1.208	1.7928
5/6/04	1113.98999	3909.459961	4516.200195	1.1947	1.7894
5/7/04	1098.699951	3895.639893	4498.399902	1.1827	1.7744
5/10/04	1087.119995	3784.610107	4395.200195	1.1813	1.7564
5/11/04	1095.449951	3849.840088	4454.700195	1.1935	1.7793
5/12/04	1097.280029	3776.23999	4412.899902	1.1831	1.7648
5/13/04	1096.439941	3824.929932	4453.799805	1.1892	1.7643
5/14/04	1095.699951	3803.100098	4441.799805	1.2041	1.7723
5/17/04	1084.099976	3754.370117	4403	1.1981	1.7708
5/18/04	1091.48999	3789.23999	4414.399902	1.2013	1.7813
5/19/04	1088.680054	3872.26001	4471.799805	1.1934	1.7737
5/20/04	1089.189941	3839.320068	4428.700195	1.2032	1.7913
5/21/04	1093.560059	3831.840088	4431.399902	1.1964	1.7912
5/24/04	1095.410034	3867.840088	4428.899902	1.2121	1.8118
5/25/04	1113.050049	3828.070068	4418	1.2102	1.8168
5/26/04	1114.939941	3867.52002	4438.299805	1.2244	1.8338
5/27/04	1121.280029	3913.330078	4453.600098	1.2252	1.8378
5/28/04	1120.680054	3902.719971	4430.700195	1.2222	1.8383
6/1/04	1121.199951	3864.179932	4422.700195	1.2277	1.8457
6/2/04	1124.98999	3888.310059	4422.799805	1.2228	1.8373
6/3/04	1116.640015	3917.080078	4435.399902	1.2237	1.8403
6/4/04	1122.5	3961.929932	4454.5	1.2323	1.8383
6/7/04	1140.420044	4017.810059	4491.600098	1.2263	1.8353
6/8/04	1142.180054	4018.949951	4504.799805	1.2155	1.8318
6/9/04	1131.329956	3997.76001	4489.5	1.2058	1.8264
6/10/04	1136.469971	4021.639893	4486.100098	1.2015	1.8213
6/14/04	1125.290039	3948.649902	4433.200195	1.2099	1.8217
6/15/04	1132.01001	3987.300049	4458.600098	1.2058	1.8311
6/16/04	1133.560059	4003.23999	4491.100098	1.2027	1.8328
6/17/04	1132.050049	3985.459961	4493.299805	1.2108	1.8379
6/18/04	1135.02002	3999.790039	4505.799805	1.2087	1.829
6/21/04	1130.300049	3989.310059	4502.200195	1.2093	1.8216
6/22/04	1134.410034	3928.389893	4468.5	1.2085	1.8187
6/23/04	1144.060059	3945.100098	4486.700195	1.2183	1.8225
6/24/04	1140.650024	4007.050049	4503.200195	1.2147	1.819
6/25/04	1134.430054	4013.350098	4494.100098	1.2214	1.8323
6/28/04	1133.349976	4069.350098	4518.700195	1.2144	1.8117
6/29/04	1136.199951	4069.72998	4512.399902	1.2171	1.8149
6/30/04	1140.839966	4052.72998	4464.100098	1.2175	1.8168
7/1/04	1128.939941	4035.02002	4424.700195	1.2297	1.8289
7/2/04	1125.380005	3998.77002	4407.399902	1.2313	1.8437
7/6/04	1116.209961	3944.879883	4370.700195	1.2366	1.853
7/7/04	1118.329956	3930.580078	4358.399902	1.2383	1.8554
7/8/04	1109.109985	3934.47998	4381.100098	1.2384	1.852
7/9/04	1112.810059	3924.48999	4393.200195	1.2394	1.8628
7/12/04	1114.349976	3893.23999	4360	1.2313	1.8551
7/13/04	1115.140015	3903.879883	4357.700195	1.2409	1.8585
7/14/04	1111.469971	3898.840088	4372.600098	1.2373	1.8532
7/15/04	1106.689941	3847.189941	4340.700195	1.2456	1.8741
7/16/04	1101.390015	3845.929932	4339.200195	1.2425	1.8715
7/19/04	1100.900024	3812.629883	4321.100098	1.2356	1.8516
7/20/04	1108.670044	3837.600098	4339.399902	1.2283	1.8408
7/21/04	1093.880005	3877.47998	4377.299805	1.2268	1.8468
7/22/04	1096.839966	3801.050049	4306.299805	1.2172	1.8375
7/23/04	1086.199951	3797.330078	4326.299805	1.2143	1.8395
7/26/04	1084.069946	3752.590088	4287	1.2151	1.8363
7/27/04	1094.829956	3814.080078	4324.899902	1.2002	1.8168
7/28/04	1095.420044	3807.209961	4356.299805	1.203	1.8117
7/29/04	1100.430054	3889.679932	4418.700195	1.2094	1.8226
7/30/04	1101.719971	3895.610107	4413.100098	1.205	1.828
8/2/04	1106.619995	3862.709961	4415.700195	1.2064	1.8229
8/3/04	1099.689941	3877.320068	4429.700195	1.199	1.8181
8/4/04	1098.630005	3823.73999	4408.100098	1.2034	1.8215
8/5/04	1080.699951	3829.030029	4413.399902	1.2243	1.8418
8/6/04	1063.969971	3727.73999	4337.899902	1.2264	1.8404
8/9/04	1065.219971	3690.330078	4314.399902	1.2298	1.8368
8/10/04	1079.040039	3720.639893	4350.899902	1.2206	1.8267
8/11/04	1075.790039	3678.909912	4312.200195	1.2235	1.8262
8/12/04	1063.22998	3658.110107	4328.100098	1.2324	1.8375
8/13/04	1064.800049	3646.98999	4301.5	1.2346	1.8442
8/16/04	1079.339966	3699.110107	4350.200195	1.2334	1.8339
8/17/04	1081.709961	3705.72998	4358.700195	1.2313	1.8223
8/18/04	1095.170044	3726.5	4355.299805	1.2353	1.8295
8/19/04	1091.22998	3722.98999	4362.600098	1.2294	1.8212
8/20/04	1098.349976	3712.610107	4369.200195	1.2237	1.8178
8/23/04	1095.680054	3772.139893	4405.299805	1.2119	1.7976
8/24/04	1096.189941	3771	4407.5	1.2097	1.7978
8/25/04	1104.959961	3788.879883	4411.600098	1.2064	1.7924
8/26/04	1105.089966	3832.280029	4453.899902	1.2046	1.7948
8/27/04	1107.77002	3851.179932	4490.100098	1.203	1.7925
8/30/04	1099.150024	3838.850098	4490.100098	1.2117	1.793
8/31/04	1104.23999	3785.209961	4459.299805	1.2193	1.7955
9/1/04	1105.910034	3817.620117	4502.100098	1.2164	1.7883
9/2/04	1118.310059	3833.449951	4518.600098	1.2101	1.7839
9/3/04	1113.630005	3866.98999	4550.799805	1.2067	1.7719
9/7/04	1121.300049	3889.040039	4565.600098	1.2042	1.7737
9/8/04	1116.27002	3884.159912	4558.399902	1.2161	1.7831
9/9/04	1118.380005	3851.219971	4538	1.2288	1.7986
9/10/04	1123.920044	3886.030029	4545	1.224	1.7984
9/13/04	1125.819946	3953.310059	4558.5	1.2264	1.7989
9/14/04	1128.329956	3947.75	4545.600098	1.2184	1.7801
9/15/04	1120.369995	3941.75	4548.5	1.2128	1.7874
9/16/04	1123.5	3963.649902	4556.5	1.2195	1.7944
9/17/04	1128.550049	3988.070068	4591	1.2138	1.7831
9/20/04	1122.199951	3977.679932	4579.5	1.2264	1.7943
9/21/04	1129.300049	3991.02002	4608.399902	1.225	1.7918
9/22/04	1113.560059	3942.350098	4592.299805	1.2312	1.8005
9/23/04	1108.359985	3905.659912	4568.299805	1.2307	1.8056
9/24/04	1110.109985	3910.300049	4578.100098	1.2286	1.8064
9/27/04	1103.52002	3874.370117	4541.200195	1.2335	1.8154
9/28/04	1110.060059	3882.27002	4567.299805	1.2322	1.8014
9/29/04	1114.800049	3920.360107	4588.100098	1.2401	1.8057
9/30/04	1114.579956	3892.899902	4570.799805	1.2404	1.7958
10/1/04	1131.5	3994.959961	4659.700195	1.2285	1.784
10/4/04	1135.170044	4033.280029	4681.799805	1.2306	1.7846
10/5/04	1134.47998	4048.709961	4707.100098	1.228	1.7798
10/6/04	1142.050049	4049.659912	4706.299805	1.2297	1.7827
10/7/04	1130.650024	4043.360107	4698.700195	1.2402	1.7933
10/8/04	1122.140015	4015.540039	4698.899902	1.2311	1.7873
10/12/04	1121.839966	3957.600098	4647.899902	1.2252	1.7864
10/13/04	1113.650024	3976.030029	4634.799805	1.2369	1.7963
10/14/04	1103.290039	3940.459961	4629.399902	1.2478	1.8025
10/15/04	1108.199951	3922.110107	4622.700195	1.2518	1.805
10/18/04	1114.02002	3915.169922	4626.600098	1.2511	1.803
10/19/04	1103.22998	3964.129883	4655.200195	1.2592	1.8111
10/20/04	1103.660034	3912.399902	4616.399902	1.2608	1.8267
10/21/04	1106.48999	3934.060059	4617.399902	1.2616	1.8241
10/22/04	1095.73999	3935.139893	4615.399902	1.2782	1.8409
10/25/04	1094.800049	3854.409912	4564.600098	1.2804	1.8416
10/26/04	1111.089966	3862.26001	4583.399902	1.2787	1.8408
10/27/04	1125.400024	3929.030029	4630.100098	1.275	1.8316
10/28/04	1127.439941	3959.590088	4642.799805	1.274	1.8316
10/29/04	1130.199951	3960.25	4624.200195	1.275	1.833
11/1/04	1130.51001	4012.639893	4673.799805	1.2706	1.8384
11/2/04	1130.560059	4037.570068	4693.200195	1.2786	1.8472
11/3/04	1143.199951	4039.040039	4718.5	1.2884	1.8443
11/4/04	1161.670044	4041.379883	4728.299805	1.2885	1.8442
11/5/04	1166.170044	4063.580078	4739.799805	1.2923	1.8542
11/8/04	1164.890015	4068.969971	4716.600098	1.2915	1.8547
11/9/04	1164.079956	4065.330078	4717.700195	1.291	1.8484
11/10/04	1162.910034	4089.129883	4734.5	1.2903	1.8453
11/12/04	1184.170044	4143.350098	4793.899902	1.2954	1.8523
11/15/04	1183.810059	4134.339844	4803.100098	1.295	1.8514
11/16/04	1175.430054	4117.220215	4770.399902	1.3026	1.8575
11/17/04	1181.939941	4183.410156	4795.899902	1.3002	1.8506
11/18/04	1183.550049	4178.680176	4805.299805	1.3049	1.8575
11/19/04	1170.339966	4134.890137	4760.799805	1.3044	1.8554
11/22/04	1177.23999	4123.97998	4733.100098	1.3076	1.8698
11/23/04	1176.939941	4113.370117	4742.399902	1.3164	1.8798
11/24/04	1181.76001	4125.299805	4719.399902	1.3248	1.893
11/26/04	1182.650024	4154.27002	4741.600098	1.3264	1.8908
11/29/04	1178.569946	4146.97998	4749.799805	1.331	1.9115
11/30/04	1173.819946	4126	4703.200195	1.3316	1.925
12/1/04	1191.369995	4186.029785	4735.700195	1.3348	1.9334
12/2/04	1190.329956	4216.399902	4751.200195	1.3356	1.9338
12/3/04	1191.170044	4208.870117	4747.899902	1.3434	1.9424
12/6/04	1190.25	4193.910156	4722.799805	1.344	1.9457
12/7/04	1177.069946	4212.620117	4728.700195	1.3258	1.9253
12/8/04	1182.810059	4201.350098	4703.899902	1.33	1.9214
12/9/04	1189.23999	4150.410156	4688.399902	1.3182	1.9081
12/10/04	1188	4174.549805	4694	1.3274	1.9176
12/13/04	1198.680054	4219.240234	4736.799805	1.3312	1.927
12/14/04	1203.380005	4231.299805	4722.799805	1.3405	1.9407
12/15/04	1205.719971	4213.689941	4728.200195	1.3308	1.9397
12/16/04	1203.209961	4233.709961	4735.200195	1.3277	1.9362
12/17/04	1194.199951	4182.27002	4696.799805	1.3388	1.9478
12/20/04	1194.650024	4211.549805	4731.100098	1.3382	1.929
12/21/04	1205.449951	4214.390137	4733	1.3382	1.9131
12/22/04	1209.569946	4241.279785	4777.399902	1.3487	1.9209
12/23/04	1210.130005	4251.620117	4787.700195	1.3528	1.9238
12/27/04	1204.920044	4235.359863	4798.100098	1.3634	1.9352
12/28/04	1213.540039	4261.790039	4798.100098	1.3604	1.9154
12/29/04	1213.449951	4247.75	4819.799805	1.3599	1.9196
12/30/04	1213.550049	4256.080078	4820.100098	1.3626	1.9302
1/3/05	1202.079956	4291.529785	4814.299805	1.3367	1.893
1/4/05	1188.050049	4290.5	4847	1.3241	1.8834
1/5/05	1183.73999	4258.240234	4806	1.3209	1.8786
1/6/05	1187.890015	4300.939941	4824.299805	1.3197	1.8824
1/7/05	1186.189941	4316.399902	4854.100098	1.3099	1.8742
1/10/05	1190.25	4307.370117	4840.700195	1.315	1.8777
1/11/05	1182.98999	4258.009766	4818.700195	1.3262	1.888
1/12/05	1187.699951	4208.819824	4783.600098	1.3209	1.8824
1/13/05	1177.449951	4212.140137	4800.299805	1.3114	1.8716
1/14/05	1184.52002	4232.359863	4820.799805	1.301	1.8654
1/18/05	1195.97998	4250.709961	4823.899902	1.3066	1.8792
1/19/05	1184.630005	4245.549805	4818.299805	1.2964	1.8717
1/20/05	1175.410034	4220.430176	4800.799805	1.2986	1.867
1/21/05	1167.869995	4213.700195	4803.299805	1.3079	1.8798
1/24/05	1163.75	4201.890137	4812.5	1.3037	1.873
1/25/05	1168.410034	4233.950195	4843.200195	1.3051	1.8794
1/26/05	1174.069946	4214.120117	4847.100098	1.3026	1.8826
1/27/05	1174.550049	4216.410156	4853.399902	1.305	1.886
1/28/05	1171.359985	4201.810059	4832.799805	1.3036	1.887
1/31/05	1181.27002	4254.850098	4852.299805	1.3018	1.8812
2/1/05	1189.410034	4279.970215	4906.200195	1.3054	1.8866
2/2/05	1193.189941	4296.310059	4916.200195	1.2954	1.8796
2/3/05	1189.890015	4281.640137	4908.299805	1.2954	1.8828
2/4/05	1203.030029	4339.279785	4941.5	1.2834	1.8668
2/7/05	1201.719971	4366.350098	4979.799805	1.2746	1.8543
2/8/05	1202.300049	4371.390137	4995.5	1.276	1.8558
2/9/05	1191.98999	4353.149902	4990.399902	1.2862	1.8659
2/10/05	1197.01001	4342.009766	5000	1.2862	1.8643
2/11/05	1205.300049	4387.799805	5044.200195	1.2957	1.8878
2/14/05	1206.140015	4386.399902	5041.799805	1.2984	1.8864
2/15/05	1210.119995	4402.029785	5058.899902	1.3026	1.8827
2/16/05	1210.339966	4368.77002	5053.200195	1.3038	1.8888
2/17/05	1200.75	4369.680176	5057.399902	1.3076	1.8947
2/18/05	1201.589966	4359.470215	5057.200195	1.322	1.9066
2/22/05	1184.160034	4323.209961	5032.899902	1.3192	1.9062
2/23/05	1190.800049	4310.660156	4988.5	1.3218	1.9091
2/24/05	1200.199951	4304.290039	4972.100098	1.3178	1.9127
2/25/05	1211.369995	4348.640137	5006.799805	1.3248	1.9229
2/28/05	1203.599976	4350.490234	4968.5	1.3187	1.9184
3/1/05	1210.410034	4383.620117	5000.5	1.3104	1.9095
3/2/05	1210.079956	4393.430176	4992.799805	1.3136	1.9087
3/3/05	1210.469971	4373.27002	5014.799805	1.321	1.9212
3/4/05	1222.119995	4423.52002	5036.299805	1.3192	1.9129
3/7/05	1225.310059	4428.089844	5027.200195	1.3325	1.9304
3/8/05	1219.430054	4396.5	5010.899902	1.3352	1.9221
3/9/05	1207.01001	4375.600098	4996.100098	1.3408	1.925
3/10/05	1209.25	4337.680176	4962.100098	1.3438	1.9254
3/11/05	1200.079956	4360.490234	4982.100098	1.3373	1.9146
3/14/05	1206.829956	4367.299805	4975	1.3316	1.9152
3/15/05	1197.75	4387.689941	5000.200195	1.3426	1.9278
3/16/05	1188.069946	4309.109863	4937.600098	1.3358	1.9208
3/17/05	1190.209961	4315.919922	4922.100098	1.3276	1.914
3/18/05	1189.650024	4327.180176	4923.299805	1.3191	1.8988
3/21/05	1183.780029	4296.359863	4933.5	1.3199	1.8998
3/22/05	1171.709961	4320.689941	4937.299805	1.3026	1.874
3/23/05	1172.530029	4317.200195	4910.399902	1.299	1.8714
3/24/05	1171.420044	4343.600098	4922.5	1.2954	1.8697
3/29/05	1165.359985	4351.890137	4919	1.2963	1.8832
3/30/05	1181.410034	4347.52002	4900.700195	1.3004	1.8904
3/31/05	1180.589966	4348.77002	4894.399902	1.2962	1.8888
4/1/05	1172.920044	4373.529785	4914	1.2849	1.8742
4/4/05	1176.119995	4341.390137	4896.700195	1.2852	1.8786
4/5/05	1181.390015	4362.609863	4942.899902	1.2864	1.8786
4/6/05	1184.069946	4379.180176	4947.399902	1.2922	1.8787
4/7/05	1191.140015	4389.52002	4977	1.2828	1.8696
4/8/05	1181.199951	4400.680176	4983.700195	1.2964	1.8908
4/11/05	1181.209961	4396.089844	4973.299805	1.2896	1.8864
4/12/05	1187.76001	4372.120117	4946.200195	1.2868	1.8888
4/13/05	1173.790039	4405.689941	4960.799805	1.2786	1.878
4/14/05	1162.050049	4402.049805	4945.399902	1.288	1.8888
4/15/05	1142.619995	4312.25	4891.600098	1.2986	1.9001
4/18/05	1145.97998	4202.200195	4827.100098	1.3001	1.9118
4/19/05	1152.780029	4204.609863	4855.600098	1.3038	1.9146
4/20/05	1137.5	4178.620117	4822	1.3072	1.9093
4/21/05	1159.949951	4193.700195	4819.600098	1.3077	1.9158
4/22/05	1152.119995	4223.040039	4849.299805	1.2978	1.9097
4/25/05	1162.099976	4246.959961	4864.899902	1.2988	1.9058
4/26/05	1151.829956	4233.759766	4845.5	1.2976	1.9086
4/27/05	1156.380005	4189.02002	4789.399902	1.2916	1.9064
4/28/05	1143.219971	4178.100098	4790.200195	1.2936	1.9108
4/29/05	1156.849976	4184.839844	4801.700195	1.2866	1.8982
5/2/05	1162.160034	4224.02002	4801.700195	1.2896	1.8936
5/3/05	1161.170044	4245.540039	4861.299805	1.2957	1.9019
5/4/05	1175.650024	4264.350098	4882.5	1.2949	1.9036
5/5/05	1172.630005	4299.509766	4902.299805	1.2851	1.893
5/6/05	1171.349976	4311.060059	4918.899902	1.2824	1.8821
5/9/05	1178.839966	4292.410156	4910.299805	1.2863	1.8818
5/10/05	1166.219971	4251.129883	4892.399902	1.28	1.8738
5/11/05	1171.109985	4244.160156	4875.399902	1.2712	1.863
5/12/05	1159.359985	4267.049805	4893.299805	1.2626	1.854
5/13/05	1154.050049	4275.700195	4886.5	1.2636	1.8371
5/16/05	1165.689941	4262.180176	4884.200195	1.2634	1.8384
5/17/05	1173.800049	4251.77002	4898.5	1.2618	1.8336
5/18/05	1185.560059	4324.600098	4949.399902	1.2628	1.8367
5/19/05	1191.079956	4360.419922	4962.700195	1.2555	1.826
5/20/05	1189.280029	4360.680176	4971.799805	1.2578	1.829
5/23/05	1193.859985	4406.950195	4989.799805	1.2598	1.8317
5/24/05	1194.069946	4396.640137	4982.5	1.2613	1.8326
5/25/05	1190.01001	4389.540039	4971.5	1.2532	1.8239
5/26/05	1197.619995	4436.600098	4994.899902	1.2536	1.8211
5/27/05	1198.780029	4444.709961	4986.299805	1.2351	1.8236
5/31/05	1191.5	4460.629883	4964	1.2254	1.8149
6/1/05	1202.219971	4527.169922	5011	1.2238	1.8131
6/2/05	1204.290039	4532.169922	5005	1.228	1.8179
6/3/05	1196.02002	4510.390137	4999.399902	1.2286	1.8194
6/6/05	1197.51001	4497.259766	4980.399902	1.2264	1.8298
6/7/05	1197.26001	4566.009766	5025.299805	1.2326	1.8382
6/8/05	1194.670044	4557.290039	5003.700195	1.2232	1.8228
6/9/05	1200.930054	4562.75	5009.200195	1.2168	1.8205
6/10/05	1198.109985	4586.100098	5030.399902	1.2043	1.8026
6/13/05	1200.819946	4599.209961	5050.399902	1.2042	1.8074
6/14/05	1203.910034	4591.689941	5046.799805	1.211	1.8173
6/15/05	1206.579956	4548.419922	5019.5	1.2086	1.8202
6/16/05	1210.959961	4579.870117	5045	1.2166	1.8228
6/17/05	1216.959961	4604.569824	5077.600098	1.2151	1.8226
6/20/05	1216.099976	4586.859863	5072	1.2113	1.823
6/21/05	1213.609985	4608.109863	5082.100098	1.2113	1.819
6/22/05	1213.880005	4619.600098	5099.299805	1.2046	1.8184
6/23/05	1200.72998	4627.47998	5114.399902	1.2073	1.8203
6/24/05	1191.569946	4566.47998	5079	1.2161	1.8283
6/27/05	1190.689941	4523.819824	5043.5	1.2082	1.8169
6/28/05	1201.569946	4557.459961	5090.399902	1.2039	1.8018
6/29/05	1199.849976	4583.629883	5109.100098	1.2082	1.7928
6/30/05	1191.329956	4586.279785	5113.200195	1.2064	1.7784
7/1/05	1194.439941	4617.069824	5161	1.1908	1.7559
7/5/05	1204.98999	4603.649902	5190.100098	1.1929	1.7558
7/6/05	1194.939941	4615.490234	5229.600098	1.1942	1.7446
7/7/05	1197.869995	4530.180176	5158.299805	1.1956	1.7416
7/8/05	1211.859985	4597.970215	5232.200195	1.2014	1.7463
7/11/05	1219.439941	4663.379883	5242.399902	1.2199	1.7716
7/12/05	1222.209961	4653.029785	5217.200195	1.2128	1.7599
7/13/05	1223.290039	4679.890137	5245.899902	1.2116	1.7622
7/14/05	1226.5	4699.27002	5259.700195	1.2039	1.7537
7/15/05	1227.920044	4712.899902	5230.899902	1.2058	1.749
7/18/05	1221.130005	4719.569824	5214.200195	1.1974	1.7359
7/19/05	1229.349976	4770.540039	5201.600098	1.2075	1.7379
7/20/05	1235.199951	4784.5	5215.200195	1.2149	1.7451
7/21/05	1227.040039	4829.870117	5221.600098	1.212	1.7428
7/22/05	1233.680054	4836.899902	5241.799805	1.207	1.7401
7/25/05	1229.030029	4842.700195	5270.700195	1.1987	1.7359
7/26/05	1231.160034	4843.490234	5256.200195	1.2024	1.7416
7/27/05	1236.790039	4855.350098	5263.600098	1.2077	1.75
7/28/05	1243.719971	4892.5	5270.299805	1.2132	1.7578
7/29/05	1234.180054	4886.5	5282.299805	1.2222	1.7705
8/1/05	1235.349976	4890.850098	5290.899902	1.2216	1.7726
8/2/05	1244.119995	4932.870117	5327.5	1.2304	1.7792
8/3/05	1245.040039	4923.120117	5332.299805	1.234	1.7767
8/4/05	1235.859985	4874.060059	5315.5	1.2338	1.7742
8/5/05	1226.420044	4827.180176	5314.799805	1.2371	1.7872
8/8/05	1223.130005	4837.859863	5344.299805	1.2337	1.7834
8/9/05	1231.380005	4909.47998	5363.700195	1.239	1.7957
8/10/05	1229.130005	4990.569824	5377.5	1.2435	1.8077
8/11/05	1237.810059	4953.930176	5358.600098	1.2435	1.8152
8/12/05	1230.390015	4937.330078	5345.799805	1.2362	1.8089
8/15/05	1233.869995	4922.339844	5344.200195	1.2324	1.8081
8/16/05	1219.339966	4883.810059	5322.399902	1.2296	1.8097
8/17/05	1220.23999	4871.459961	5292.700195	1.2176	1.7946
8/18/05	1219.02002	4851.27002	5269.299805	1.217	1.7946
8/19/05	1219.709961	4929.910156	5312.600098	1.2222	1.8032
8/22/05	1221.72998	4941.689941	5318.399902	1.2215	1.7989
8/23/05	1217.589966	4917.740234	5300.200195	1.2273	1.8016
8/24/05	1209.589966	4915.950195	5275.200195	1.2281	1.8005
8/25/05	1212.369995	4856.009766	5255.700195	1.2314	1.8064
8/26/05	1205.099976	4783.799805	5228.100098	1.2302	1.804
8/29/05	1212.280029	4812.240234	5228.100098	1.2193	1.7863
8/30/05	1208.410034	4791.720215	5255.799805	1.2228	1.7886
8/31/05	1220.329956	4829.689941	5296.899902	1.241	1.8165
9/1/05	1221.589966	4842.939941	5328.5	1.2529	1.8356
9/2/05	1218.02002	4837.810059	5326.899902	1.2504	1.8459
9/6/05	1233.390015	4968.279785	5359.200195	1.2442	1.8396
9/7/05	1236.359985	4988.140137	5365.899902	1.2433	1.8427
9/8/05	1231.670044	4992.75	5340.799805	1.2412	1.8396
9/9/05	1241.47998	5005.930176	5359.299805	1.2291	1.8245
9/12/05	1240.560059	4989.97998	5375.100098	1.2273	1.8221
9/13/05	1231.199951	4901.879883	5338	1.2306	1.8276
9/14/05	1227.160034	4911.169922	5347.399902	1.2212	1.8066
9/15/05	1227.72998	4905.97998	5383.5	1.2214	1.8034
9/16/05	1237.910034	4986.5	5407.899902	1.2138	1.8037
9/19/05	1231.02002	4926.129883	5429.700195	1.2166	1.8053
9/20/05	1221.339966	4962.859863	5416.399902	1.2222	1.8109
9/21/05	1210.199951	4875.220215	5369.700195	1.2198	1.7951
9/22/05	1214.619995	4849.009766	5385.700195	1.2063	1.7787
9/23/05	1215.290039	4882.580078	5413.600098	1.2024	1.7737
9/26/05	1215.630005	4998.160156	5453.100098	1.2024	1.7664
9/27/05	1215.660034	4965.879883	5447.299805	1.2028	1.7648
9/28/05	1216.890015	5048.740234	5494.799805	1.2028	1.764
9/29/05	1227.680054	5021.169922	5478.200195	1.2031	1.7651
9/30/05	1228.810059	5044.120117	5477.700195	1.193	1.7556
10/3/05	1226.699951	5082.069824	5501.600098	1.1938	1.7606
10/4/05	1214.469971	5138.02002	5494.399902	1.1938	1.7591
10/5/05	1196.390015	5069.419922	5427.799805	1.2132	1.7736
10/6/05	1191.48999	5017.27002	5372.399902	1.2109	1.76
10/7/05	1195.900024	5007.77002	5362.299805	1.2	1.7456
10/11/05	1184.869995	5032.459961	5380.700195	1.2029	1.7518
10/12/05	1177.680054	4981.77002	5342.200195	1.1926	1.7466
10/13/05	1176.839966	4950.069824	5265.200195	1.2003	1.7557
10/14/05	1186.569946	4975.560059	5275	1.2029	1.7561
10/17/05	1190.099976	4978.830078	5286.5	1.1934	1.7456
10/18/05	1178.140015	4947.180176	5263.899902	1.1961	1.7574
10/19/05	1195.76001	4845.97998	5167.899902	1.1976	1.7697
10/20/05	1177.800049	4864.25	5164.100098	1.2036	1.7769
10/21/05	1179.589966	4838.399902	5142.100098	1.1961	1.7666
10/24/05	1199.380005	4901.790039	5207.600098	1.2062	1.7798
10/25/05	1196.540039	4872.970215	5182.100098	1.2085	1.7773
10/26/05	1191.380005	4900.790039	5227.799805	1.2144	1.7866
10/27/05	1178.900024	4806.049805	5182.799805	1.2126	1.7817
10/28/05	1198.410034	4825.640137	5213.399902	1.2005	1.7735
10/31/05	1207.01001	4929.069824	5317.299805	1.1991	1.765
11/1/05	1202.76001	4922.549805	5344.299805	1.2035	1.7704
11/2/05	1214.76001	4954.830078	5358.600098	1.2007	1.7743
11/3/05	1219.939941	5011	5431.899902	1.1918	1.7624
11/4/05	1220.140015	4995.240234	5423.600098	1.1778	1.7406
11/7/05	1222.810059	5024.200195	5460.799805	1.176	1.7399
11/8/05	1218.589966	5008.830078	5460.899902	1.1732	1.7399
11/9/05	1220.650024	5011.379883	5439.799805	1.174	1.7443
11/10/05	1230.959961	5015.549805	5423.5	1.1702	1.7382
11/14/05	1233.76001	5092.430176	5470	1.1681	1.7338
11/15/05	1229.01001	5110.609863	5439.600098	1.1648	1.7158
11/16/05	1231.209961	5081.459961	5430	1.1706	1.7182
11/17/05	1242.800049	5099.720215	5460	1.1768	1.7201
11/18/05	1248.27002	5123.5	5498.899902	1.1824	1.7224
11/21/05	1254.849976	5170.609863	5497.899902	1.1696	1.7089
11/22/05	1261.22998	5174.720215	5517.200195	1.1801	1.7229
11/23/05	1265.609985	5196.080078	5531.700195	1.1757	1.7195
11/25/05	1268.25	5194.27002	5523.799805	1.1724	1.7094
11/28/05	1257.459961	5176.589844	5477.399902	1.178	1.7218
11/29/05	1257.47998	5199.47998	5491	1.1768	1.7271
11/30/05	1249.47998	5193.399902	5423.200195	1.1709	1.7277
12/1/05	1264.670044	5266.549805	5486.100098	1.1664	1.7276
12/2/05	1265.079956	5307.990234	5528.100098	1.1772	1.7404
12/5/05	1262.089966	5266.859863	5510.399902	1.1756	1.7334
12/6/05	1263.699951	5300.850098	5538.799805	1.1726	1.7322
